k t J res re2 iterationGibbs time J1 J2 J3
 582 1.531038e+05 -1.307767e-03 5.337750e-07 3.476320e-04 1 9.361257e+00 -2.846422e-03 1.266918e+02 1.166924e-01 
 583 2.296557e+05 -1.307767e-03 4.787416e-07 4.676856e-04 1 6.423487e+00 -2.846422e-03 1.266917e+02 1.166924e-01 
 584 1.722418e+05 -1.307767e-03 7.224967e-07 5.293586e-04 1 8.982964e+00 -2.846421e-03 1.266918e+02 1.166923e-01 
 585 1.291813e+05 -1.307767e-03 7.710323e-07 4.236897e-04 1 8.679362e+00 -2.846422e-03 1.266917e+02 1.166924e-01 
 586 1.937720e+05 -1.307767e-03 4.910084e-07 4.047208e-04 1 6.613329e+00 -2.846421e-03 1.266918e+02 1.166923e-01 
 587 1.453290e+05 -1.307767e-03 6.067462e-07 3.750895e-04 1 8.558677e+00 -2.846421e-03 1.266917e+02 1.166924e-01 
 588 2.179935e+05 -1.307767e-03 4.902949e-07 4.546492e-04 1 6.750554e+00 -2.846421e-03 1.266918e+02 1.166923e-01 
 589 1.634951e+05 -1.307767e-03 7.212218e-07 5.015904e-04 1 9.719282e+00 -2.846421e-03 1.266917e+02 1.166923e-01 
 590 1.226214e+05 -1.307767e-03 7.055890e-07 3.680387e-04 1 9.434841e+00 -2.846420e-03 1.266918e+02 1.166922e-01 
 591 1.839320e+05 -1.307767e-03 4.045729e-07 3.165408e-04 1 6.396022e+00 -2.846421e-03 1.266917e+02 1.166923e-01 
 592 1.379490e+05 -1.307767e-03 4.601519e-07 2.700196e-04 1 9.107502e+00 -2.846420e-03 1.266917e+02 1.166922e-01 
 593 2.069235e+05 -1.307767e-03 3.537283e-07 3.113546e-04 1 6.911094e+00 -2.846420e-03 1.266917e+02 1.166922e-01 
 594 1.551926e+05 -1.307767e-03 4.566775e-07 3.014784e-04 1 8.436104e+00 -2.846420e-03 1.266917e+02 1.166921e-01 
 595 2.327890e+05 -1.307767e-03 4.132329e-07 4.091974e-04 1 6.320376e+00 -2.846420e-03 1.266917e+02 1.166922e-01 
 596 1.745917e+05 -1.307767e-03 6.659025e-07 4.945496e-04 1 9.370216e+00 -2.846420e-03 1.266917e+02 1.166921e-01 
 597 1.309438e+05 -1.307767e-03 7.316987e-07 4.075611e-04 1 9.155674e+00 -2.846420e-03 1.266917e+02 1.166922e-01 
 598 1.964157e+05 -1.307767e-03 4.594364e-07 3.838637e-04 1 6.126181e+00 -2.846420e-03 1.266917e+02 1.166921e-01 
 599 1.473118e+05 -1.307767e-03 5.987011e-07 3.751656e-04 1 8.823356e+00 -2.846420e-03 1.266917e+02 1.166921e-01 
 600 1.104838e+05 -1.307767e-03 4.836574e-07 2.273066e-04 1 8.720656e+00 -2.846419e-03 1.266917e+02 1.166920e-01 
 601 3.314515e+05 -1.307767e-03 2.463754e-07 3.473705e-04 1 4.783597e+00 -2.846419e-03 1.266917e+02 1.166921e-01 
 602 1.242943e+05 -1.307767e-03 4.854892e-07 2.566885e-04 1 1.024869e+01 -2.846419e-03 1.266917e+02 1.166920e-01 
 603 1.864415e+05 -1.307767e-03 2.915240e-07 2.312024e-04 1 7.346137e+00 -2.846419e-03 1.266917e+02 1.166920e-01 
 604 1.398311e+05 -1.307767e-03 3.358681e-07 1.997782e-04 1 9.837763e+00 -2.846419e-03 1.266917e+02 1.166920e-01 
 605 2.097466e+05 -1.307767e-03 2.638369e-07 2.353998e-04 1 6.854372e+00 -2.846419e-03 1.266917e+02 1.166920e-01 
 606 1.573100e+05 -1.307767e-03 3.474080e-07 2.324725e-04 1 9.292509e+00 -2.846419e-03 1.266917e+02 1.166919e-01 
 607 1.179825e+05 -1.307767e-03 3.204554e-07 1.608277e-04 1 9.481889e+00 -2.846419e-03 1.266917e+02 1.166920e-01 
 608 3.539475e+05 -1.307767e-03 2.017446e-07 3.037500e-04 1 4.514291e+00 -2.846419e-03 1.266917e+02 1.166919e-01 
 609 1.327303e+05 -1.307767e-03 4.144991e-07 2.340287e-04 1 1.144499e+01 -2.846419e-03 1.266917e+02 1.166919e-01 
 610 1.990954e+05 -1.307767e-03 2.787545e-07 2.360797e-04 1 6.929884e+00 -2.846418e-03 1.266917e+02 1.166919e-01 
 611 1.493216e+05 -1.307767e-03 3.603294e-07 2.288747e-04 1 1.067585e+01 -2.846418e-03 1.266917e+02 1.166919e-01 
 612 1.119912e+05 -1.307767e-03 3.023785e-07 1.440490e-04 1 8.459995e+00 -2.846418e-03 1.266917e+02 1.166919e-01 
 613 3.359736e+05 -1.307767e-03 1.719630e-07 2.457625e-04 1 4.197359e+00 -2.846418e-03 1.266917e+02 1.166919e-01 
 614 1.259901e+05 -1.307767e-03 3.196465e-07 1.713097e-04 1 1.291975e+01 -2.846418e-03 1.266917e+02 1.166918e-01 
 615 1.889851e+05 -1.307767e-03 2.028737e-07 1.630906e-04 1 7.054570e+00 -2.846418e-03 1.266917e+02 1.166919e-01 
 616 1.417388e+05 -1.307767e-03 2.352053e-07 1.418115e-04 1 8.075848e+00 -2.846418e-03 1.266917e+02 1.166918e-01 
 617 2.126083e+05 -1.307767e-03 1.899327e-07 1.717732e-04 1 7.221683e+00 -2.846418e-03 1.266917e+02 1.166918e-01 
 618 1.594562e+05 -1.307767e-03 2.527418e-07 1.714328e-04 1 8.995305e+00 -2.846418e-03 1.266917e+02 1.166918e-01 
 619 1.195922e+05 -1.307767e-03 2.380615e-07 1.211065e-04 1 8.593176e+00 -2.846418e-03 1.266917e+02 1.166918e-01 
 620 3.587765e+05 -1.307767e-03 1.510116e-07 2.304676e-04 1 4.208466e+00 -2.846417e-03 1.266917e+02 1.166918e-01 
 621 1.345412e+05 -1.307767e-03 3.260014e-07 1.865736e-04 1 1.183620e+01 -2.846417e-03 1.266917e+02 1.166918e-01 
 622 2.018118e+05 -1.307767e-03 2.221921e-07 1.907439e-04 1 7.127223e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 623 1.513588e+05 -1.307767e-03 2.973639e-07 1.914571e-04 1 8.857298e+00 -2.846417e-03 1.266917e+02 1.166918e-01 
 624 1.135191e+05 -1.307767e-03 2.536943e-07 1.225054e-04 1 8.783587e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 625 3.405573e+05 -1.307767e-03 1.358757e-07 1.968374e-04 1 4.866946e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 626 1.277090e+05 -1.307767e-03 2.868907e-07 1.558524e-04 1 1.110508e+01 -2.846417e-03 1.266917e+02 1.166917e-01 
 627 1.915635e+05 -1.307767e-03 1.766993e-07 1.439870e-04 1 6.294388e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 628 1.436726e+05 -1.307767e-03 2.159349e-07 1.319691e-04 1 9.807092e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 629 2.155089e+05 -1.307767e-03 1.710970e-07 1.568495e-04 1 7.049336e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 630 1.616317e+05 -1.307767e-03 2.474251e-07 1.701163e-04 1 8.540476e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 631 1.212238e+05 -1.307767e-03 2.373424e-07 1.223879e-04 1 8.325487e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 632 1.818357e+05 -1.307767e-03 1.350545e-07 1.044633e-04 1 7.284516e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 633 1.363768e+05 -1.307767e-03 1.500834e-07 8.706600e-05 1 9.120759e+00 -2.846417e-03 1.266917e+02 1.166917e-01 
 634 2.045651e+05 -1.307767e-03 1.160860e-07 1.010153e-04 1 6.807286e+00 -2.846417e-03 1.266917e+02 1.166916e-01 
 635 1.534238e+05 -1.307767e-03 1.437895e-07 9.384162e-05 1 9.254518e+00 -2.846417e-03 1.266917e+02 1.166916e-01 
 636 2.301358e+05 -1.307767e-03 1.291167e-07 1.263986e-04 1 7.675472e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 637 1.726018e+05 -1.307767e-03 1.970003e-07 1.446398e-04 1 9.998929e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 638 1.294514e+05 -1.307767e-03 2.112888e-07 1.163479e-04 1 9.035876e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 639 1.941771e+05 -1.307767e-03 1.342072e-07 1.108535e-04 1 8.076147e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 640 1.456328e+05 -1.307767e-03 1.674227e-07 1.037168e-04 1 1.011526e+01 -2.846416e-03 1.266917e+02 1.166916e-01 
 641 2.184492e+05 -1.307767e-03 1.351945e-07 1.256276e-04 1 6.487995e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 642 1.638369e+05 -1.307767e-03 2.015000e-07 1.404308e-04 1 9.245083e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 643 1.228777e+05 -1.307767e-03 1.979510e-07 1.034681e-04 1 1.052067e+01 -2.846416e-03 1.266917e+02 1.166916e-01 
 644 1.843165e+05 -1.307767e-03 1.121446e-07 8.792616e-05 1 6.688449e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 645 1.382374e+05 -1.307767e-03 1.288387e-07 7.576126e-05 1 8.698496e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
 646 2.073561e+05 -1.307767e-03 9.809989e-08 8.652882e-05 1 6.697014e+00 -2.846416e-03 1.266917e+02 1.166916e-01 
