k t J res re2 iterationGibbs time J1 J2 J3
 194 1.568146e+05 -1.307699e-03 2.757486e-05 1.839397e-02 1 1.016704e+01 -2.847392e-03 1.267304e+02 1.168168e-01 
 195 2.352219e+05 -1.307701e-03 2.199903e-05 2.137687e-02 4 8.443154e+00 -2.847413e-03 1.267266e+02 1.168235e-01 
 196 1.764164e+05 -1.307702e-03 2.912802e-05 2.185876e-02 1 1.072245e+01 -2.847373e-03 1.267283e+02 1.168155e-01 
 197 1.323123e+05 -1.307703e-03 2.741889e-05 1.508319e-02 3 1.176212e+01 -2.847400e-03 1.267246e+02 1.168232e-01 
 198 3.969370e+05 -1.307704e-03 1.533612e-05 2.589481e-02 1 4.699419e+00 -2.847372e-03 1.267263e+02 1.168169e-01 
 199 1.488514e+05 -1.307705e-03 3.240045e-05 2.043304e-02 3 1.335999e+01 -2.847382e-03 1.267229e+02 1.168217e-01 
 200 2.232770e+05 -1.307707e-03 2.042482e-05 1.939893e-02 1 6.970402e+00 -2.847346e-03 1.267248e+02 1.168139e-01 
 201 1.674578e+05 -1.307707e-03 2.614805e-05 1.853701e-02 3 1.029843e+01 -2.847364e-03 1.267219e+02 1.168194e-01 
 202 2.511867e+05 -1.307709e-03 2.438863e-05 2.276313e-02 3 6.362114e+00 -2.847331e-03 1.267245e+02 1.168116e-01 
 203 1.883900e+05 -1.307709e-03 3.221594e-05 2.553901e-02 4 1.160086e+01 -2.847353e-03 1.267214e+02 1.168181e-01 
 204 1.412925e+05 -1.307710e-03 3.203969e-05 1.925675e-02 1 1.061193e+01 -2.847307e-03 1.267240e+02 1.168083e-01 
 205 2.119388e+05 -1.307711e-03 2.002664e-05 1.735199e-02 3 7.545280e+00 -2.847333e-03 1.267210e+02 1.168149e-01 
 206 1.589541e+05 -1.307712e-03 2.336426e-05 1.579120e-02 3 1.082269e+01 -2.847301e-03 1.267227e+02 1.168082e-01 
 207 2.384311e+05 -1.307712e-03 1.832487e-05 1.843660e-02 3 9.236740e+00 -2.847319e-03 1.267207e+02 1.168128e-01 
 208 1.788233e+05 -1.307713e-03 2.644008e-05 1.986511e-02 3 8.931940e+00 -2.847286e-03 1.267231e+02 1.168054e-01 
 209 1.341175e+05 -1.307714e-03 2.468457e-05 1.400387e-02 3 1.109353e+01 -2.847310e-03 1.267213e+02 1.168107e-01 
 210 2.011762e+05 -1.307715e-03 1.633809e-05 1.143778e-02 3 7.549105e+00 -2.847286e-03 1.267233e+02 1.168047e-01 
 211 3.017644e+05 -1.307716e-03 1.429318e-05 1.817109e-02 4 8.353738e+00 -2.847292e-03 1.267218e+02 1.168071e-01 
 212 1.131616e+05 -1.307716e-03 2.620722e-05 1.261497e-02 3 1.320036e+01 -2.847261e-03 1.267223e+02 1.168016e-01 
 213 3.394849e+05 -1.307717e-03 1.038363e-05 1.487186e-02 3 5.267743e+00 -2.847277e-03 1.267203e+02 1.168059e-01 
 214 1.273068e+05 -1.307717e-03 1.805878e-05 9.779476e-03 1 1.226494e+01 -2.847253e-03 1.267203e+02 1.168022e-01 
 215 3.819205e+05 -1.307718e-03 9.981200e-06 1.606188e-02 4 5.292374e+00 -2.847264e-03 1.267189e+02 1.168052e-01 
 216 1.432202e+05 -1.307718e-03 2.135530e-05 1.298475e-02 3 1.348754e+01 -2.847238e-03 1.267188e+02 1.168011e-01 
 217 2.148303e+05 -1.307719e-03 1.322942e-05 1.205924e-02 1 7.584463e+00 -2.847253e-03 1.267166e+02 1.168056e-01 
 218 1.611227e+05 -1.307719e-03 1.627871e-05 1.111431e-02 3 9.121215e+00 -2.847232e-03 1.267169e+02 1.168018e-01 
 219 2.416841e+05 -1.307720e-03 1.279663e-05 1.312504e-02 3 8.540456e+00 -2.847243e-03 1.267151e+02 1.168054e-01 
 220 1.812631e+05 -1.307720e-03 1.874566e-05 1.439038e-02 2 1.119502e+01 -2.847219e-03 1.267157e+02 1.168010e-01 
 221 1.359473e+05 -1.307720e-03 1.776107e-05 1.027106e-02 1 1.003347e+01 -2.847236e-03 1.267135e+02 1.168058e-01 
 222 2.039209e+05 -1.307720e-03 9.709725e-06 8.422563e-03 1 6.613311e+00 -2.847218e-03 1.267143e+02 1.168020e-01 
 223 1.529407e+05 -1.307721e-03 1.074430e-05 6.989994e-03 1 1.106567e+01 -2.847223e-03 1.267130e+02 1.168040e-01 
 224 2.294111e+05 -1.307721e-03 8.306185e-06 8.105718e-03 1 6.311814e+00 -2.847210e-03 1.267134e+02 1.168016e-01 
 225 1.720583e+05 -1.307721e-03 1.020572e-05 7.469465e-03 3 1.032818e+01 -2.847213e-03 1.267124e+02 1.168030e-01 
 226 2.580874e+05 -1.307722e-03 9.222676e-06 1.012510e-02 1 6.537258e+00 -2.847199e-03 1.267130e+02 1.168003e-01 
 227 1.935656e+05 -1.307722e-03 1.387625e-05 1.137121e-02 3 9.971475e+00 -2.847205e-03 1.267119e+02 1.168022e-01 
 228 1.451742e+05 -1.307722e-03 1.609802e-05 9.144471e-03 3 9.134148e+00 -2.847185e-03 1.267135e+02 1.167974e-01 
 229 2.177613e+05 -1.307723e-03 9.641229e-06 8.905746e-03 3 8.199989e+00 -2.847195e-03 1.267129e+02 1.167994e-01 
 230 1.633210e+05 -1.307723e-03 1.174836e-05 8.161961e-03 1 9.949890e+00 -2.847178e-03 1.267134e+02 1.167964e-01 
 231 2.449814e+05 -1.307723e-03 9.600296e-06 9.952871e-03 3 6.971008e+00 -2.847186e-03 1.267121e+02 1.167988e-01 
 232 1.837361e+05 -1.307723e-03 1.400685e-05 1.094739e-02 1 1.156360e+01 -2.847167e-03 1.267125e+02 1.167955e-01 
 233 1.378021e+05 -1.307723e-03 1.373007e-05 8.026216e-03 3 1.091003e+01 -2.847179e-03 1.267109e+02 1.167989e-01 
 234 2.067031e+05 -1.307724e-03 7.781385e-06 6.841942e-03 1 6.879960e+00 -2.847165e-03 1.267114e+02 1.167960e-01 
 235 1.550273e+05 -1.307724e-03 8.809005e-06 5.790313e-03 3 1.192022e+01 -2.847169e-03 1.267104e+02 1.167976e-01 
 236 2.325410e+05 -1.307724e-03 6.773616e-06 6.699955e-03 3 8.120255e+00 -2.847158e-03 1.267107e+02 1.167956e-01 
 237 1.744057e+05 -1.307724e-03 8.658900e-06 6.391065e-03 3 9.464160e+00 -2.847161e-03 1.267098e+02 1.167970e-01 
 238 2.616086e+05 -1.307724e-03 7.784919e-06 8.663265e-03 1 6.960076e+00 -2.847149e-03 1.267102e+02 1.167947e-01 
 239 1.962064e+05 -1.307724e-03 1.236264e-05 1.026034e-02 3 1.025010e+01 -2.847155e-03 1.267091e+02 1.167967e-01 
 240 1.471548e+05 -1.307724e-03 1.347454e-05 8.434590e-03 1 8.854357e+00 -2.847137e-03 1.267100e+02 1.167929e-01 
 241 2.207323e+05 -1.307725e-03 8.637095e-06 8.055018e-03 3 7.307822e+00 -2.847146e-03 1.267090e+02 1.167954e-01 
 242 1.655492e+05 -1.307725e-03 1.117988e-05 7.872988e-03 1 1.117285e+01 -2.847132e-03 1.267096e+02 1.167925e-01 
 243 1.241619e+05 -1.307725e-03 9.106729e-06 4.782064e-03 3 9.356561e+00 -2.847140e-03 1.267087e+02 1.167947e-01 
 244 3.724857e+05 -1.307725e-03 4.600607e-06 7.289542e-03 1 3.909881e+00 -2.847131e-03 1.267091e+02 1.167929e-01 
 245 1.396821e+05 -1.307725e-03 8.751631e-06 5.200024e-03 1 1.217897e+01 -2.847132e-03 1.267085e+02 1.167935e-01 
 246 2.095232e+05 -1.307725e-03 5.290124e-06 4.714911e-03 1 6.492803e+00 -2.847122e-03 1.267089e+02 1.167916e-01 
 247 1.571424e+05 -1.307725e-03 6.030003e-06 4.030755e-03 1 9.089938e+00 -2.847124e-03 1.267084e+02 1.167925e-01 
 248 2.357136e+05 -1.307725e-03 4.810096e-06 4.822963e-03 1 7.788569e+00 -2.847117e-03 1.267086e+02 1.167911e-01 
 249 1.767852e+05 -1.307725e-03 6.199595e-06 4.662134e-03 1 9.637249e+00 -2.847118e-03 1.267081e+02 1.167918e-01 
 250 2.651778e+05 -1.307725e-03 5.763044e-06 6.500767e-03 1 6.766589e+00 -2.847110e-03 1.267082e+02 1.167903e-01 
 251 1.988833e+05 -1.307725e-03 9.270628e-06 7.843016e-03 1 1.019507e+01 -2.847113e-03 1.267073e+02 1.167917e-01 
 252 1.491625e+05 -1.307725e-03 1.043962e-05 6.623766e-03 3 9.919474e+00 -2.847099e-03 1.267078e+02 1.167890e-01 
 253 2.237438e+05 -1.307726e-03 6.907437e-06 6.574207e-03 1 7.720409e+00 -2.847106e-03 1.267069e+02 1.167910e-01 
 254 1.678078e+05 -1.307726e-03 9.211578e-06 6.574673e-03 3 9.223959e+00 -2.847093e-03 1.267071e+02 1.167887e-01 
 255 1.258559e+05 -1.307726e-03 7.718013e-06 4.131944e-03 1 9.508628e+00 -2.847099e-03 1.267062e+02 1.167906e-01 
 256 3.775676e+05 -1.307726e-03 4.107159e-06 6.595220e-03 2 4.751765e+00 -2.847091e-03 1.267064e+02 1.167892e-01 
 257 1.415879e+05 -1.307726e-03 8.137226e-06 4.900923e-03 1 1.222703e+01 -2.847090e-03 1.267053e+02 1.167900e-01 
 258 2.123818e+05 -1.307726e-03 5.111482e-06 4.617848e-03 1 7.190493e+00 -2.847081e-03 1.267056e+02 1.167882e-01 
 259 1.592863e+05 -1.307726e-03 6.018777e-06 4.078141e-03 1 1.176686e+01 -2.847082e-03 1.267049e+02 1.167891e-01 
 260 2.389295e+05 -1.307726e-03 4.937018e-06 5.017761e-03 1 7.138705e+00 -2.847074e-03 1.267049e+02 1.167877e-01 
 261 1.791971e+05 -1.307726e-03 6.596546e-06 5.028323e-03 1 9.220399e+00 -2.847074e-03 1.267041e+02 1.167886e-01 
 262 2.687957e+05 -1.307726e-03 6.309751e-06 7.214563e-03 1 7.067028e+00 -2.847064e-03 1.267042e+02 1.167869e-01 
 263 2.015968e+05 -1.307726e-03 1.050605e-05 8.978068e-03 3 9.991176e+00 -2.847067e-03 1.267031e+02 1.167884e-01 
 264 1.511976e+05 -1.307726e-03 1.212686e-05 7.799535e-03 1 9.031303e+00 -2.847050e-03 1.267036e+02 1.167854e-01 
 265 2.267964e+05 -1.307727e-03 8.298209e-06 7.952830e-03 3 7.673890e+00 -2.847058e-03 1.267026e+02 1.167874e-01 
 266 1.700973e+05 -1.307727e-03 1.131460e-05 8.186763e-03 1 1.017964e+01 -2.847042e-03 1.267029e+02 1.167847e-01 
 267 1.275730e+05 -1.307727e-03 9.741805e-06 5.286192e-03 3 1.014175e+01 -2.847049e-03 1.267018e+02 1.167868e-01 
 268 3.827189e+05 -1.307727e-03 5.172778e-06 8.419566e-03 3 4.400203e+00 -2.847039e-03 1.267020e+02 1.167850e-01 
 269 1.435196e+05 -1.307727e-03 1.100506e-05 6.684397e-03 3 1.367167e+01 -2.847037e-03 1.267008e+02 1.167859e-01 
 270 2.152794e+05 -1.307727e-03 7.002112e-06 6.412199e-03 1 6.816531e+00 -2.847024e-03 1.267011e+02 1.167836e-01 
 271 3.229190e+05 -1.307727e-03 8.787575e-06 1.181515e-02 3 7.686275e+00 -2.847026e-03 1.267006e+02 1.167843e-01 
 272 1.210946e+05 -1.307727e-03 1.843896e-05 9.498102e-03 1 1.164295e+01 -2.847003e-03 1.267018e+02 1.167796e-01 
 273 1.816420e+05 -1.307728e-03 7.474755e-06 5.775487e-03 1 7.064453e+00 -2.847012e-03 1.267007e+02 1.167820e-01 
 274 2.724629e+05 -1.307728e-03 7.324102e-06 8.440424e-03 3 7.389367e+00 -2.847001e-03 1.267006e+02 1.167802e-01 
 275 2.043472e+05 -1.307728e-03 1.142340e-05 9.929779e-03 1 9.355586e+00 -2.847001e-03 1.266992e+02 1.167816e-01 
 276 1.532604e+05 -1.307728e-03 1.336360e-05 8.654441e-03 3 1.130209e+01 -2.846982e-03 1.266995e+02 1.167784e-01 
 277 2.298906e+05 -1.307729e-03 9.576257e-06 9.364671e-03 1 8.570778e+00 -2.846988e-03 1.266983e+02 1.167804e-01 
 278 1.724180e+05 -1.307729e-03 1.295401e-05 9.500669e-03 3 8.875893e+00 -2.846969e-03 1.266986e+02 1.167771e-01 
 279 2.586269e+05 -1.307729e-03 1.159221e-05 1.272779e-02 3 8.446151e+00 -2.846975e-03 1.266976e+02 1.167790e-01 
 280 1.939702e+05 -1.307729e-03 1.993763e-05 1.541016e-02 3 1.053849e+01 -2.846950e-03 1.266988e+02 1.167740e-01 
 281 1.454776e+05 -1.307729e-03 1.987644e-05 1.227742e-02 3 9.863577e+00 -2.846963e-03 1.266972e+02 1.167775e-01 
 282 2.182165e+05 -1.307730e-03 1.207471e-05 1.120830e-02 1 7.151006e+00 -2.846941e-03 1.266980e+02 1.167732e-01 
 283 1.636624e+05 -1.307730e-03 1.671005e-05 1.031225e-02 3 1.035328e+01 -2.846945e-03 1.266972e+02 1.167745e-01 
 284 2.454935e+05 -1.307731e-03 1.232314e-05 1.255119e-02 3 7.302938e+00 -2.846925e-03 1.266978e+02 1.167709e-01 
 285 1.841201e+05 -1.307731e-03 1.702302e-05 1.333255e-02 1 1.148868e+01 -2.846928e-03 1.266964e+02 1.167725e-01 
 286 1.380901e+05 -1.307731e-03 1.638962e-05 9.627353e-03 1 9.720971e+00 -2.846903e-03 1.266964e+02 1.167686e-01 
 287 2.071352e+05 -1.307732e-03 9.904635e-06 8.727058e-03 1 6.899866e+00 -2.846909e-03 1.266946e+02 1.167712e-01 
 288 1.553514e+05 -1.307732e-03 1.102504e-05 7.285692e-03 1 9.037279e+00 -2.846891e-03 1.266938e+02 1.167692e-01 
 289 2.330271e+05 -1.307733e-03 8.807919e-06 8.722090e-03 3 8.059615e+00 -2.846893e-03 1.266922e+02 1.167708e-01 
 290 1.747703e+05 -1.307733e-03 1.087728e-05 8.086552e-03 1 9.063513e+00 -2.846876e-03 1.266914e+02 1.167690e-01 
 291 2.621554e+05 -1.307733e-03 9.956943e-06 1.104414e-02 3 7.114164e+00 -2.846877e-03 1.266899e+02 1.167705e-01 
 292 1.966166e+05 -1.307733e-03 1.504930e-05 1.258671e-02 1 1.045411e+01 -2.846856e-03 1.266895e+02 1.167678e-01 
 293 1.474624e+05 -1.307734e-03 1.615912e-05 1.013619e-02 1 1.032824e+01 -2.846863e-03 1.266877e+02 1.167705e-01 
 294 2.211937e+05 -1.307734e-03 1.047336e-05 9.854130e-03 3 7.124186e+00 -2.846846e-03 1.266879e+02 1.167676e-01 
 295 1.658952e+05 -1.307734e-03 1.290928e-05 9.067226e-03 3 9.700968e+00 -2.846847e-03 1.266867e+02 1.167689e-01 
 296 2.488429e+05 -1.307735e-03 1.083184e-05 1.146577e-02 1 7.389908e+00 -2.846832e-03 1.266869e+02 1.167662e-01 
 297 1.866321e+05 -1.307735e-03 1.649763e-05 1.229989e-02 3 9.533359e+00 -2.846833e-03 1.266862e+02 1.167670e-01 
 298 1.399741e+05 -1.307736e-03 1.503584e-05 8.952639e-03 1 8.882305e+00 -2.846814e-03 1.266873e+02 1.167628e-01 
 299 2.099612e+05 -1.307736e-03 9.570663e-06 8.533719e-03 3 7.233691e+00 -2.846817e-03 1.266862e+02 1.167645e-01 
 300 1.574709e+05 -1.307736e-03 1.068973e-05 7.160485e-03 1 9.117934e+00 -2.846802e-03 1.266856e+02 1.167626e-01 
 301 2.362063e+05 -1.307737e-03 8.743495e-06 8.696644e-03 3 6.859054e+00 -2.846803e-03 1.266845e+02 1.167637e-01 
 302 1.771547e+05 -1.307737e-03 1.075602e-05 8.104467e-03 3 1.069656e+01 -2.846788e-03 1.266840e+02 1.167619e-01 
 303 2.657321e+05 -1.307737e-03 1.010561e-05 1.120202e-02 3 7.219393e+00 -2.846789e-03 1.266830e+02 1.167629e-01 
 304 1.992991e+05 -1.307737e-03 1.538330e-05 1.296580e-02 3 9.743906e+00 -2.846770e-03 1.266831e+02 1.167599e-01 
 305 1.494743e+05 -1.307738e-03 1.826370e-05 1.062707e-02 3 9.150539e+00 -2.846776e-03 1.266824e+02 1.167615e-01 
 306 2.242115e+05 -1.307738e-03 1.136666e-05 1.072793e-02 3 7.867242e+00 -2.846761e-03 1.266836e+02 1.167578e-01 
 307 1.681586e+05 -1.307739e-03 2.956834e-05 9.414852e-03 3 9.249998e+00 -2.846762e-03 1.266832e+02 1.167583e-01 
 308 2.522379e+05 -1.307739e-03 1.069581e-05 1.147623e-02 1 6.407780e+00 -2.846747e-03 1.266831e+02 1.167560e-01 
 309 1.891784e+05 -1.307740e-03 1.566547e-05 1.225526e-02 2 9.624440e+00 -2.846749e-03 1.266809e+02 1.167583e-01 
 310 1.418838e+05 -1.307740e-03 1.490301e-05 8.994609e-03 1 1.068363e+01 -2.846731e-03 1.266808e+02 1.167556e-01 
 311 2.128257e+05 -1.307740e-03 9.556818e-06 8.219654e-03 3 6.824733e+00 -2.846736e-03 1.266794e+02 1.167576e-01 
 312 1.596193e+05 -1.307740e-03 1.042430e-05 7.077958e-03 1 9.209402e+00 -2.846722e-03 1.266791e+02 1.167558e-01 
 313 2.394289e+05 -1.307741e-03 8.184411e-06 8.335652e-03 1 6.432628e+00 -2.846724e-03 1.266781e+02 1.167571e-01 
 314 1.795717e+05 -1.307741e-03 1.063103e-05 8.120615e-03 1 9.238767e+00 -2.846711e-03 1.266779e+02 1.167553e-01 
 315 2.693576e+05 -1.307741e-03 9.788238e-06 1.121526e-02 1 6.327211e+00 -2.846714e-03 1.266768e+02 1.167567e-01 
 316 2.020182e+05 -1.307741e-03 1.613376e-05 1.386430e-02 3 9.482839e+00 -2.846697e-03 1.266769e+02 1.167540e-01 
 317 1.515136e+05 -1.307741e-03 1.871410e-05 1.159965e-02 3 9.741000e+00 -2.846706e-03 1.266754e+02 1.167568e-01 
 318 2.272704e+05 -1.307742e-03 1.161609e-05 1.122997e-02 1 7.074402e+00 -2.846690e-03 1.266761e+02 1.167536e-01 
 319 1.704528e+05 -1.307742e-03 1.926964e-05 1.088645e-02 2 1.055524e+01 -2.846695e-03 1.266756e+02 1.167548e-01 
 320 1.278396e+05 -1.307742e-03 1.252317e-05 6.810127e-03 1 9.671533e+00 -2.846680e-03 1.266760e+02 1.167520e-01 
 321 3.835189e+05 -1.307743e-03 8.111746e-06 1.133150e-02 3 4.966007e+00 -2.846683e-03 1.266754e+02 1.167530e-01 
 322 1.438196e+05 -1.307743e-03 1.389638e-05 8.501495e-03 1 1.130212e+01 -2.846666e-03 1.266753e+02 1.167504e-01 
 323 2.157294e+05 -1.307743e-03 8.802815e-06 8.075686e-03 3 7.667106e+00 -2.846671e-03 1.266741e+02 1.167523e-01 
 324 1.617970e+05 -1.307744e-03 1.050097e-05 7.220527e-03 3 1.184130e+01 -2.846659e-03 1.266737e+02 1.167507e-01 
 325 2.426955e+05 -1.307744e-03 8.460877e-06 8.733345e-03 3 6.796622e+00 -2.846661e-03 1.266725e+02 1.167522e-01 
 326 1.820216e+05 -1.307744e-03 1.175848e-05 9.104111e-03 3 9.534687e+00 -2.846648e-03 1.266720e+02 1.167507e-01 
 327 1.365162e+05 -1.307744e-03 1.120839e-05 6.508832e-03 1 9.065671e+00 -2.846652e-03 1.266706e+02 1.167527e-01 
 328 4.095487e+05 -1.307744e-03 6.807599e-06 1.185974e-02 1 4.632846e+00 -2.846643e-03 1.266705e+02 1.167513e-01 
 329 1.535808e+05 -1.307744e-03 1.551726e-05 1.013742e-02 1 1.179366e+01 -2.846641e-03 1.266684e+02 1.167530e-01 
 330 2.303711e+05 -1.307745e-03 1.054433e-05 1.033291e-02 1 7.983318e+00 -2.846628e-03 1.266686e+02 1.167508e-01 
 331 1.727784e+05 -1.307745e-03 1.436845e-05 1.056026e-02 1 1.090413e+01 -2.846632e-03 1.266672e+02 1.167527e-01 
 332 1.295838e+05 -1.307745e-03 1.246142e-05 6.869003e-03 1 8.699009e+00 -2.846618e-03 1.266674e+02 1.167503e-01 
 333 3.887513e+05 -1.307745e-03 6.768724e-06 1.119268e-02 3 5.100202e+00 -2.846622e-03 1.266666e+02 1.167516e-01 
 334 1.457817e+05 -1.307745e-03 1.584922e-05 9.828484e-03 1 1.238642e+01 -2.846606e-03 1.266663e+02 1.167493e-01 
 335 2.186726e+05 -1.307746e-03 1.006855e-05 9.365616e-03 2 7.106698e+00 -2.846612e-03 1.266653e+02 1.167513e-01 
 336 1.640045e+05 -1.307746e-03 1.300827e-05 9.075085e-03 1 1.035646e+01 -2.846599e-03 1.266656e+02 1.167490e-01 
 337 1.230033e+05 -1.307746e-03 1.054669e-05 5.518342e-03 1 1.114876e+01 -2.846605e-03 1.266647e+02 1.167507e-01 
 338 3.690100e+05 -1.307746e-03 5.649365e-06 8.862762e-03 3 4.839932e+00 -2.846597e-03 1.266649e+02 1.167493e-01 
 339 1.383788e+05 -1.307746e-03 9.982797e-06 5.876208e-03 1 1.074873e+01 -2.846594e-03 1.266643e+02 1.167494e-01 
 340 4.151363e+05 -1.307747e-03 6.470415e-06 1.142611e-02 1 4.695281e+00 -2.846586e-03 1.266646e+02 1.167478e-01 
 341 1.556761e+05 -1.307747e-03 1.562332e-05 1.034596e-02 1 1.242397e+01 -2.846586e-03 1.266642e+02 1.167480e-01 
 342 2.335142e+05 -1.307747e-03 1.343381e-05 1.107773e-02 3 6.941743e+00 -2.846573e-03 1.266655e+02 1.167448e-01 
 343 1.751356e+05 -1.307747e-03 1.589326e-05 1.184031e-02 1 9.545851e+00 -2.846578e-03 1.266651e+02 1.167459e-01 
 344 1.313517e+05 -1.307747e-03 1.447659e-05 8.088677e-03 1 1.042295e+01 -2.846563e-03 1.266658e+02 1.167430e-01 
 345 1.970276e+05 -1.307748e-03 7.875417e-06 6.600488e-03 1 6.555394e+00 -2.846568e-03 1.266651e+02 1.167443e-01 
 346 1.477707e+05 -1.307748e-03 8.615139e-06 5.415345e-03 1 9.169786e+00 -2.846559e-03 1.266655e+02 1.167425e-01 
 347 4.433120e+05 -1.307748e-03 6.746417e-06 1.272208e-02 1 4.281072e+00 -2.846561e-03 1.266653e+02 1.167429e-01 
 348 1.662420e+05 -1.307748e-03 1.945066e-05 1.258776e-02 3 1.227522e+01 -2.846544e-03 1.266666e+02 1.167389e-01 
 349 1.246815e+05 -1.307749e-03 1.518790e-05 8.055183e-03 1 9.578206e+00 -2.846552e-03 1.266660e+02 1.167408e-01 
 350 3.740445e+05 -1.307749e-03 9.233059e-06 1.138614e-02 3 5.072305e+00 -2.846542e-03 1.266668e+02 1.167384e-01 
 351 1.402667e+05 -1.307749e-03 1.554485e-05 9.275057e-03 1 1.182126e+01 -2.846542e-03 1.266656e+02 1.167395e-01 
 352 2.104001e+05 -1.307750e-03 9.112398e-06 8.155564e-03 1 6.661054e+00 -2.846531e-03 1.266656e+02 1.167377e-01 
 353 1.578000e+05 -1.307750e-03 1.109060e-05 7.444537e-03 1 9.856930e+00 -2.846533e-03 1.266644e+02 1.167391e-01 
 354 2.367001e+05 -1.307750e-03 8.623761e-06 8.682700e-03 3 7.118019e+00 -2.846524e-03 1.266645e+02 1.167376e-01 
 355 1.775250e+05 -1.307750e-03 1.244345e-05 9.396714e-03 1 1.065293e+01 -2.846526e-03 1.266634e+02 1.167391e-01 
 356 1.331438e+05 -1.307750e-03 1.191810e-05 6.749993e-03 1 9.770432e+00 -2.846515e-03 1.266635e+02 1.167372e-01 
 357 1.997157e+05 -1.307750e-03 6.793569e-06 5.769259e-03 3 7.462602e+00 -2.846519e-03 1.266628e+02 1.167385e-01 
 358 1.497868e+05 -1.307750e-03 7.638131e-06 4.866717e-03 1 9.314251e+00 -2.846511e-03 1.266627e+02 1.167373e-01 
 359 2.246801e+05 -1.307750e-03 5.823011e-06 5.565290e-03 1 6.355077e+00 -2.846513e-03 1.266621e+02 1.167382e-01 
 360 1.685101e+05 -1.307751e-03 7.453589e-06 5.312485e-03 3 9.544190e+00 -2.846506e-03 1.266620e+02 1.167372e-01 
 361 2.527651e+05 -1.307751e-03 6.620127e-06 7.118017e-03 1 7.142638e+00 -2.846508e-03 1.266613e+02 1.167381e-01 
 362 1.895739e+05 -1.307751e-03 1.060672e-05 8.482141e-03 3 9.604351e+00 -2.846499e-03 1.266614e+02 1.167367e-01 
 363 1.421804e+05 -1.307751e-03 1.129993e-05 6.834254e-03 1 8.704006e+00 -2.846505e-03 1.266603e+02 1.167387e-01 
 364 2.132706e+05 -1.307751e-03 6.993025e-06 6.248340e-03 3 7.182040e+00 -2.846497e-03 1.266606e+02 1.167371e-01 
 365 1.599529e+05 -1.307751e-03 8.707126e-06 5.924376e-03 1 9.994903e+00 -2.846500e-03 1.266598e+02 1.167383e-01 
 366 1.199647e+05 -1.307751e-03 7.010032e-06 3.524634e-03 3 9.038970e+00 -2.846493e-03 1.266601e+02 1.167369e-01 
 367 3.598941e+05 -1.307751e-03 3.814060e-06 5.838991e-03 1 4.664315e+00 -2.846495e-03 1.266597e+02 1.167377e-01 
 368 1.349603e+05 -1.307751e-03 6.782193e-06 3.893603e-03 1 1.216588e+01 -2.846489e-03 1.266596e+02 1.167368e-01 
 369 2.024404e+05 -1.307751e-03 4.276697e-06 3.682827e-03 1 6.651263e+00 -2.846492e-03 1.266591e+02 1.167376e-01 
 370 1.518303e+05 -1.307751e-03 4.759508e-06 3.073946e-03 1 8.635067e+00 -2.846487e-03 1.266592e+02 1.167369e-01 
 371 2.277455e+05 -1.307751e-03 3.867226e-06 3.746493e-03 1 7.185372e+00 -2.846489e-03 1.266589e+02 1.167374e-01 
 372 1.708091e+05 -1.307752e-03 4.796161e-06 3.484771e-03 2 1.080956e+01 -2.846485e-03 1.266590e+02 1.167367e-01 
 373 2.562137e+05 -1.307752e-03 4.441592e-06 4.840793e-03 1 6.320806e+00 -2.846487e-03 1.266586e+02 1.167374e-01 
 374 1.921603e+05 -1.307752e-03 6.944106e-06 5.676171e-03 1 9.585888e+00 -2.846481e-03 1.266587e+02 1.167364e-01 
 375 1.441202e+05 -1.307752e-03 7.685210e-06 4.711467e-03 1 9.704097e+00 -2.846486e-03 1.266581e+02 1.167377e-01 
 376 2.161803e+05 -1.307752e-03 5.026552e-06 4.622339e-03 1 7.381615e+00 -2.846481e-03 1.266584e+02 1.167365e-01 
 377 1.621352e+05 -1.307752e-03 6.492932e-06 4.478100e-03 1 8.047132e+00 -2.846484e-03 1.266579e+02 1.167375e-01 
 378 1.216014e+05 -1.307752e-03 5.414713e-06 2.800848e-03 1 9.907908e+00 -2.846479e-03 1.266581e+02 1.167365e-01 
 379 3.648043e+05 -1.307752e-03 3.130415e-06 4.857775e-03 1 4.314438e+00 -2.846481e-03 1.266578e+02 1.167371e-01 
 380 1.368016e+05 -1.307752e-03 5.838531e-06 3.397584e-03 1 1.097606e+01 -2.846476e-03 1.266577e+02 1.167365e-01 
 381 2.052024e+05 -1.307752e-03 3.794050e-06 3.311776e-03 1 6.426706e+00 -2.846479e-03 1.266573e+02 1.167373e-01 
 382 1.539018e+05 -1.307752e-03 4.406033e-06 2.884476e-03 1 8.995187e+00 -2.846475e-03 1.266574e+02 1.167366e-01 
 383 2.308527e+05 -1.307752e-03 3.634031e-06 3.568610e-03 1 7.000416e+00 -2.846477e-03 1.266570e+02 1.167372e-01 
 384 1.731395e+05 -1.307752e-03 4.802789e-06 3.537246e-03 1 9.167054e+00 -2.846473e-03 1.266571e+02 1.167365e-01 
 385 1.298546e+05 -1.307752e-03 4.575000e-06 2.527110e-03 1 9.142167e+00 -2.846475e-03 1.266567e+02 1.167373e-01 
 386 3.895639e+05 -1.307752e-03 3.056173e-06 5.064449e-03 1 4.788821e+00 -2.846473e-03 1.266568e+02 1.167367e-01 
 387 1.460865e+05 -1.307752e-03 6.182896e-06 3.842178e-03 1 1.245207e+01 -2.846474e-03 1.266564e+02 1.167373e-01 
